mun_code,state_code,mun_num,ene2015,feb2015,mar2015,abr2015,may2015,jun2015,jul2015,ago2015,sep2015,oct2015,nov2015,dic2015,ene2016,feb2016,mar2016,abr2016,may2016,jun2016,jul2016,ago2016,sep2016,oct2016,nov2016,dic2016,ene2017,feb2017,mar2017,abr2017,may2017,jun2017,jul2017,ago2017,sep2017,oct2017,nov2017,dic2017,ene2018,feb2018,mar2018,abr2018,may2018,jun2018,jul2018,ago2018,sep2018,oct2018,nov2018,dic2018,ene2019,feb2019,mar2019,abr2019,may2019,jun2019,jul2019,ago2019,sep2019,oct2019,nov2019,dic2019,t12015,t22015,t32015,t42015,t12016,t22016,t32016,t42016,t12017,t22017,t32017,t42017,t12018,t22018,t32018,t42018,t12019,t22019,t32019,t42019,c12015,c22015,c32015,c12016,c22016,c32016,c12017,c22017,c32017,c12018,c22018,c32018,c12019,c22019,c32019,s12015,s22015,s12016,s22016,s12017,s22017,s12018,s22018,s12019,s22019,a2015,a2016,a2017,a2018,a2019,t_ene2015,t_feb2015,t_mar2015,t_abr2015,t_may2015,t_jun2015,t_jul2015,t_ago2015,t_sep2015,t_oct2015,t_nov2015,t_dic2015,t_ene2016,t_feb2016,t_mar2016,t_abr2016,t_may2016,t_jun2016,t_jul2016,t_ago2016,t_sep2016,t_oct2016,t_nov2016,t_dic2016,t_ene2017,t_feb2017,t_mar2017,t_abr2017,t_may2017,t_jun2017,t_jul2017,t_ago2017,t_sep2017,t_oct2017,t_nov2017,t_dic2017,t_ene2018,t_feb2018,t_mar2018,t_abr2018,t_may2018,t_jun2018,t_jul2018,t_ago2018,t_sep2018,t_oct2018,t_nov2018,t_dic2018,t_ene2019,t_feb2019,t_mar2019,t_abr2019,t_may2019,t_jun2019,t_jul2019,t_ago2019,t_sep2019,t_oct2019,t_nov2019,t_dic2019,t_t12015,t_t22015,t_t32015,t_t42015,t_t12016,t_t22016,t_t32016,t_t42016,t_t12017,t_t22017,t_t32017,t_t42017,t_t12018,t_t22018,t_t32018,t_t42018,t_t12019,t_t22019,t_t32019,t_t42019,t_c12015,t_c22015,t_c32015,t_c12016,t_c22016,t_c32016,t_c12017,t_c22017,t_c32017,t_c12018,t_c22018,t_c32018,t_c12019,t_c22019,t_c32019,t_s12015,t_s22015,t_s12016,t_s22016,t_s12017,t_s22017,t_s12018,t_s22018,t_s12019,t_s22019,t_a2015,t_a2016,t_a2017,t_a2018,t_a2019,crime,municip,mun_codelabel,Delitos
5017,5,05017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8709999918937683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7230000495910645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8519999980926514,0.0,0.0,0.8519999980926514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8709999918937683,0.0,1.7230000495910645,0.0,0.0,0.0,0.8519999980926514,0.8519999980926514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8709999918937683,0.0,1.7230000495910645,0.0,0.0,0.8519999980926514,0.8519999980926514,0.0,0.0,0.0,0.0,0.0,0.0,0.8709999918937683,1.7230000495910645,0.0,0.8519999980926514,0.8519999980926514,0.0,0.0,0.0,0.8709999918937683,1.7230000495910645,1.7039999961853027,0.0,3000,MATAMOROS,5017.0,Extorsión
5035,5,05035,0.0,1.0,0.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,,,,,,1.0,5.0,7.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,6.0,1.0,0.0,4.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,7.0,0.0,6.0,8.0,5.0,0.0,0.0,1.0,2.0,3.0,6.0,1.0,14.0,5.0,1.0,5.0,7.0,0.0,0.14399999380111694,0.0,0.43299999833106995,0.14399999380111694,0.14399999380111694,0.14399999380111694,0.578000009059906,0.289000004529953,0.14399999380111694,0.0,0.0,0.0,0.0,0.2849999964237213,0.2849999964237213,0.14300000667572021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14100000262260437,0.0,0.0,0.14000000059604645,0.0,0.0,0.0,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.0,0.0,0.27900001406669617,0.0,0.0,0.0,0.0,0.6899999976158142,0.1379999965429306,0.1379999965429306,,,,,,0.14399999380111694,0.7210000157356262,1.0110000371932983,0.14399999380111694,0.2849999964237213,0.42800000309944153,0.0,0.0,0.0,0.0,0.0,0.14100000262260437,0.14000000059604645,0.14000000059604645,0.14000000059604645,0.27900001406669617,0.0,0.828000009059906,0.1379999965429306,0.0,0.5770000219345093,1.0099999904632568,0.43299999833106995,0.5699999928474426,0.14300000667572021,0.0,0.0,0.0,0.14100000262260437,0.14000000059604645,0.2800000011920929,0.27900001406669617,0.0,0.9660000205039978,0.0,0.8650000095367432,1.1549999713897705,0.7129999995231628,0.0,0.0,0.14100000262260437,0.2800000011920929,0.4190000295639038,0.828000009059906,0.1379999965429306,2.0200002193450928,0.7129999995231628,0.14100000262260437,0.6990000009536743,0.9660000205039978,3000,TORREON,5035.0,Extorsión
10007,10,10007,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,3.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,0.0,5.0,5.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,10.0,4.0,5.0,8.0,3.0,0.28200000524520874,0.28200000524520874,0.28200000524520874,0.0,0.5649999976158142,0.0,0.28200000524520874,0.0,0.28200000524520874,0.5649999976158142,0.28200000524520874,0.0,0.0,0.0,0.2800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.0,0.2770000100135803,0.0,0.2770000100135803,0.0,0.0,0.0,0.5540000200271606,0.0,0.0,0.0,0.2770000100135803,0.0,0.27399998903274536,0.0,0.27399998903274536,0.27399998903274536,0.27399998903274536,0.27399998903274536,0.27399998903274536,0.0,0.0,0.0,0.5490000247955322,0.2720000147819519,0.0,0.0,0.0,0.0,0.2720000147819519,0.2720000147819519,,,,,,0.8460000157356262,0.5649999976158142,0.5640000104904175,0.847000002861023,0.2800000011920929,0.0,0.0,0.8400000333786011,0.2770000100135803,0.2770000100135803,0.5540000200271606,0.2770000100135803,0.27399998903274536,0.8219999670982361,0.5479999780654907,0.5490000247955322,0.2720000147819519,0.2720000147819519,0.2720000147819519,0.0,0.8460000157356262,0.847000002861023,1.128999948501587,0.2800000011920929,0.0,0.8400000333786011,0.5540000200271606,0.5540000200271606,0.2770000100135803,0.5479999780654907,1.0959999561309814,0.5490000247955322,0.2720000147819519,0.5440000295639038,0.0,1.4110000133514404,1.4110000133514404,0.2800000011920929,0.8400000333786011,0.5540000200271606,0.831000030040741,1.0959999561309814,1.097000002861023,0.5440000295639038,0.2720000147819519,2.82200026512146,1.1200000047683716,1.3849999904632568,2.192999839782715,0.8160000443458557,3000,GOMEZ PALACIO,10007.0,Extorsión
10012,10,10012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.652999997138977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652999997138977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470000147819519,0.0,0.6399999856948853,0.0,0.0,0.0,0.0,0.0,0.6399999856948853,0.0,0.0,0.0,0.0,0.0,0.0,0.6340000033378601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.652999997138977,0.0,0.0,0.652999997138977,0.0,0.0,0.0,0.6470000147819519,0.6399999856948853,0.0,0.6399999856948853,0.0,0.6340000033378601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652999997138977,0.0,0.652999997138977,0.0,0.0,0.6470000147819519,0.6399999856948853,0.6399999856948853,0.0,0.6340000033378601,0.0,0.0,0.0,0.0,0.0,0.652999997138977,0.652999997138977,0.0,0.6470000147819519,0.6399999856948853,0.6399999856948853,0.6340000033378601,0.0,0.0,0.0,1.305999994277954,0.6470000147819519,1.2799999713897705,0.6340000033378601,0.0,3000,LERDO,10012.0,Extorsión
5017,5,05017,3.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,4.0,4.0,1.0,6.0,3.0,3.0,5.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,10.0,1.0,0.0,13.0,9.0,12.0,8.0,10.0,8.0,11.0,2.0,1.0,3.0,2.0,8.0,5.0,1.0,0.0,14.0,10.0,5.0,6.0,15.0,13.0,12.0,11.0,14.0,2.0,3.0,3.0,10.0,4.0,0.0,18.0,11.0,13.0,21.0,18.0,19.0,3.0,5.0,13.0,1.0,29.0,34.0,37.0,8.0,14.0,2.6410000324249268,4.401000022888184,2.6410000324249268,2.6410000324249268,1.7599999904632568,1.7599999904632568,1.7599999904632568,3.5209999084472656,3.5209999084472656,0.8799999952316284,0.0,0.0,0.0,0.0,0.0,5.224999904632568,2.61299991607666,3.4830000400543213,3.4830000400543213,3.4830000400543213,0.8709999918937683,5.224999904632568,2.61299991607666,2.61299991607666,4.307000160217285,0.8610000014305115,1.7230000495910645,3.446000099182129,2.5840001106262207,2.5840001106262207,2.5840001106262207,1.7230000495910645,2.5840001106262207,0.8610000014305115,2.5840001106262207,6.03000020980835,0.0,0.8519999980926514,0.8519999980926514,0.0,0.8519999980926514,0.0,0.8519999980926514,0.8519999980926514,0.8519999980926514,0.8519999980926514,0.0,0.8519999980926514,0.8429999947547913,4.215000152587891,1.6859999895095825,1.6859999895095825,0.0,2.5290000438690186,0.8429999947547913,0.0,0.0,0.0,0.0,0.0,9.682999610900879,6.1610002517700195,8.802000045776367,0.8799999952316284,0.0,11.321000099182129,7.836999893188477,10.451000213623047,6.891000270843506,8.61400032043457,6.891000270843506,9.475000381469727,1.7039999961853027,0.8519999980926514,2.555999994277954,1.7039999961853027,6.74399995803833,4.215000152587891,0.8429999947547913,0.0,12.323999404907227,8.800999641418457,4.401000022888184,5.224999904632568,13.061999320983887,11.321999549865723,10.336999893188477,9.475000381469727,12.059000015258789,1.7039999961853027,2.555999994277954,2.555999994277954,8.430000305175781,3.371999979019165,0.0,15.843999862670898,9.682000160217285,11.321000099182129,18.288000106811523,15.504999160766602,16.36600112915039,2.555999994277954,4.260000228881836,10.959000587463379,0.8429999947547913,25.525999069213867,29.60900115966797,31.87099838256836,6.816000938415527,11.802000999450684,4001,MATAMOROS,5017.0,Robo con violencia
5035,5,05035,118.0,107.0,98.0,117.0,104.0,87.0,107.0,67.0,93.0,93.0,58.0,49.0,73.0,59.0,70.0,59.0,35.0,40.0,71.0,57.0,52.0,52.0,49.0,61.0,74.0,74.0,128.0,56.0,66.0,128.0,53.0,92.0,81.0,79.0,91.0,72.0,59.0,66.0,87.0,54.0,127.0,80.0,53.0,95.0,42.0,23.0,39.0,22.0,19.0,29.0,9.0,10.0,16.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,323.0,308.0,267.0,200.0,202.0,134.0,180.0,162.0,276.0,250.0,226.0,242.0,212.0,261.0,190.0,84.0,57.0,44.0,17.0,0.0,440.0,365.0,293.0,261.0,203.0,214.0,332.0,339.0,323.0,266.0,355.0,126.0,67.0,51.0,0.0,631.0,467.0,336.0,342.0,526.0,468.0,473.0,274.0,101.0,17.0,1098.0,678.0,994.0,747.0,118.0,17.042999267578125,15.454000473022461,14.154000282287598,16.898000717163086,15.020999908447266,12.5649995803833,15.454000473022461,9.677000045776367,13.432000160217285,13.432000160217285,8.376999855041504,7.077000141143799,10.418999671936035,8.420999526977539,9.991000175476074,8.420999526977539,4.994999885559082,5.709000110626221,10.133000373840332,8.135000228881836,7.421999931335449,7.421999931335449,6.993000030517578,8.706000328063965,10.440999984741211,10.440999984741211,18.059999465942383,7.901000022888184,9.312000274658203,18.059999465942383,7.478000164031982,12.980999946594238,11.428000450134277,11.145999908447266,12.83899974822998,10.159000396728516,8.232000350952148,9.208999633789062,12.138999938964844,7.534999847412109,17.72100067138672,11.163000106811523,7.394999980926514,13.255999565124512,5.860000133514404,3.2090001106262207,5.441999912261963,3.069999933242798,2.622999906539917,4.002999782562256,1.2419999837875366,1.3799999952316284,2.2090001106262207,2.484999895095825,2.3469998836517334,0.0,0.0,0.0,0.0,0.0,46.6510009765625,44.48400115966797,38.5629997253418,28.88599967956543,28.83100128173828,19.125,25.69000244140625,23.121000289916992,38.94200134277344,35.27300262451172,31.887001037597656,34.14400100708008,29.579999923706055,36.41899871826172,26.51099967956543,11.720999717712402,7.86799955368042,6.074000358581543,2.3469998836517334,0.0,63.54900360107422,52.717002868652344,42.31800079345703,37.25199890136719,28.972002029418945,30.542999267578125,46.84300231933594,47.830997467041016,45.57200241088867,37.11499786376953,49.53499984741211,17.58099937438965,9.24799919128418,7.0410003662109375,0.0,91.135009765625,67.4489974975586,47.955997467041016,48.811004638671875,74.21500396728516,66.031005859375,65.9990005493164,38.231998443603516,13.941998481750488,2.3469998836517334,158.58401489257812,96.7669906616211,140.24600219726562,104.23099517822266,16.288997650146484,4001,TORREON,5035.0,Robo con violencia
10007,10,10007,138.0,103.0,56.0,134.0,107.0,136.0,97.0,89.0,91.0,109.0,91.0,74.0,53.0,45.0,88.0,61.0,60.0,48.0,44.0,41.0,47.0,52.0,38.0,35.0,40.0,36.0,28.0,27.0,38.0,44.0,43.0,49.0,43.0,32.0,44.0,48.0,36.0,41.0,44.0,50.0,44.0,32.0,48.0,8.0,34.0,28.0,34.0,34.0,44.0,36.0,32.0,20.0,19.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,297.0,377.0,277.0,274.0,186.0,169.0,132.0,125.0,104.0,109.0,135.0,124.0,121.0,126.0,90.0,96.0,112.0,54.0,19.0,0.0,431.0,429.0,365.0,247.0,193.0,172.0,131.0,174.0,167.0,171.0,132.0,130.0,132.0,53.0,0.0,674.0,551.0,355.0,257.0,213.0,259.0,247.0,186.0,166.0,19.0,1225.0,612.0,472.0,433.0,185.0,38.970001220703125,29.086000442504883,15.814000129699707,37.84000015258789,30.21500015258789,38.404998779296875,27.392000198364258,25.132999420166016,25.69700050354004,30.780000686645508,25.69700050354004,20.89699935913086,14.817999839782715,12.581999778747559,24.604000091552734,17.05500030517578,16.775999069213867,13.420000076293945,12.302000045776367,11.463000297546387,13.140999794006348,14.538999557495117,10.62399959564209,9.78600025177002,11.076000213623047,9.968000411987305,7.752999782562256,7.47599983215332,10.522000312805176,12.184000015258789,11.906999588012695,13.567999839782715,11.906999588012695,8.861000061035156,12.184000015258789,13.291000366210938,9.875,11.246999740600586,12.069999694824219,13.715999603271484,12.069999694824219,8.777999877929688,13.166999816894531,2.194999933242798,9.32699966430664,7.681000232696533,9.32699966430664,9.32699966430664,11.961999893188477,9.786999702453613,8.699999809265137,5.436999797821045,5.164999961853027,4.078000068664551,5.164999961853027,0.0,0.0,0.0,0.0,0.0,83.87000274658203,106.45999908447266,78.22200012207031,77.3740005493164,52.003997802734375,47.250999450683594,36.90599822998047,34.948997497558594,28.797000885009766,30.1820011138916,37.381996154785156,34.33599853515625,33.19200134277344,34.56399917602539,24.68899917602539,26.334999084472656,30.44900131225586,14.679999351501465,5.164999961853027,0.0,121.71000671386719,121.14498901367188,103.07099914550781,69.05899810791016,53.961002349853516,48.09000015258789,36.27300262451172,48.180999755859375,46.24300003051758,46.90800094604492,36.209999084472656,35.6619987487793,35.88600158691406,14.407999992370605,0.0,190.3300018310547,155.59600830078125,99.25499725341797,71.8550033569336,58.97900390625,71.7179946899414,67.75599670410156,51.02399826049805,45.12900161743164,5.164999961853027,345.9259948730469,171.1099853515625,130.69699096679688,118.77998352050781,50.294002532958984,4001,GOMEZ PALACIO,10007.0,Robo con violencia
10012,10,10012,13.0,10.0,6.0,8.0,17.0,6.0,9.0,12.0,17.0,6.0,13.0,7.0,9.0,10.0,15.0,28.0,16.0,14.0,10.0,14.0,7.0,11.0,11.0,12.0,16.0,11.0,6.0,16.0,14.0,2.0,5.0,9.0,13.0,12.0,11.0,18.0,7.0,5.0,14.0,10.0,6.0,15.0,9.0,5.0,10.0,9.0,7.0,7.0,10.0,12.0,5.0,4.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,31.0,38.0,26.0,34.0,58.0,31.0,34.0,33.0,32.0,27.0,41.0,26.0,31.0,24.0,23.0,27.0,14.0,4.0,0.0,37.0,44.0,43.0,62.0,54.0,41.0,49.0,30.0,54.0,36.0,35.0,33.0,31.0,14.0,0.0,60.0,64.0,92.0,65.0,65.0,68.0,57.0,47.0,41.0,4.0,124.0,157.0,133.0,104.0,45.0,8.494999885559082,6.533999919891357,3.9210000038146973,5.2270002365112305,11.107999801635742,3.9210000038146973,5.88100004196167,7.841000080108643,11.107999801635742,3.9210000038146973,8.494999885559082,4.573999881744385,5.821000099182129,6.4670000076293945,9.701000213623047,18.108999252319336,10.347999572753906,9.053999900817871,6.4670000076293945,9.053999900817871,4.5269999504089355,7.113999843597412,7.113999843597412,7.761000156402588,10.246000289916992,7.044000148773193,3.8420000076293945,10.246000289916992,8.96500015258789,1.281000018119812,3.2019999027252197,5.763000011444092,8.324999809265137,7.684000015258789,7.044000148773193,11.527000427246094,4.440000057220459,3.1710000038146973,8.880000114440918,6.3429999351501465,3.805999994277954,9.513999938964844,5.709000110626221,3.1710000038146973,6.3429999351501465,5.709000110626221,4.440000057220459,4.440000057220459,6.285999774932861,7.543000221252441,3.1429998874664307,2.5139999389648438,3.7709999084472656,2.5139999389648438,2.5139999389648438,0.0,0.0,0.0,0.0,0.0,18.94999885559082,20.255998611450195,24.829999923706055,16.989999771118164,21.98900032043457,37.5109977722168,20.04800033569336,21.98900032043457,21.131999969482422,20.492000579833984,17.290000915527344,26.255001068115234,16.49100112915039,19.663000106811523,15.222999572753906,14.589000701904297,16.972000122070312,8.798999786376953,2.5139999389648438,0.0,24.176998138427734,28.750999450683594,28.097997665405273,40.097999572753906,34.92300033569336,26.51599884033203,31.378000259399414,19.211000442504883,34.58000183105469,22.834001541137695,22.19999885559082,20.9320011138916,19.486000061035156,8.798999786376953,0.0,39.205997467041016,41.81999969482422,59.5,42.03700256347656,41.624000549316406,43.54500198364258,36.15399932861328,29.812000274658203,25.770999908447266,2.5139999389648438,81.02599334716797,101.53700256347656,85.16899871826172,65.96599578857422,28.28499984741211,4001,LERDO,10012.0,Robo con violencia
5017,5,05017,4.0,8.0,8.0,4.0,3.0,6.0,7.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,4.0,6.0,9.0,11.0,9.0,13.0,11.0,7.0,12.0,4.0,3.0,4.0,10.0,7.0,9.0,9.0,7.0,8.0,8.0,9.0,10.0,11.0,7.0,9.0,6.0,8.0,5.0,2.0,8.0,0.0,10.0,7.0,6.0,14.0,9.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,13.0,5.0,2.0,9.0,19.0,33.0,30.0,11.0,26.0,24.0,27.0,27.0,19.0,10.0,23.0,33.0,14.0,0.0,24.0,17.0,10.0,8.0,13.0,42.0,34.0,24.0,33.0,38.0,30.0,15.0,37.0,33.0,0.0,33.0,18.0,11.0,52.0,41.0,50.0,54.0,29.0,56.0,14.0,51.0,63.0,91.0,83.0,70.0,3.5209999084472656,7.041999816894531,7.041999816894531,3.5209999084472656,2.6410000324249268,5.281000137329102,6.160999774932861,0.8799999952316284,4.401000022888184,4.401000022888184,0.0,0.0,0.0,0.0,1.7419999837875366,5.224999904632568,0.8709999918937683,1.7419999837875366,3.4830000400543213,5.224999904632568,7.8379998207092285,9.579000473022461,7.8379998207092285,11.321000099182129,9.47599983215332,6.03000020980835,10.338000297546387,3.446000099182129,2.5840001106262207,3.446000099182129,8.614999771118164,6.03000020980835,7.752999782562256,7.752999782562256,6.03000020980835,6.892000198364258,6.816999912261963,7.669000148773193,8.522000312805176,9.37399959564209,5.965000152587891,7.669000148773193,5.11299991607666,6.816999912261963,4.261000156402588,1.7039999961853027,6.816999912261963,0.0,8.428999900817871,5.901000022888184,5.058000087738037,11.800999641418457,7.586999893188477,8.428999900817871,11.800999641418457,0.0,0.0,0.0,0.0,0.0,17.604999542236328,11.442999839782715,11.441999435424805,4.401000022888184,1.7419999837875366,7.8379998207092285,16.54599952697754,28.737998962402344,25.84400177001953,9.47599983215332,22.398000717163086,20.674999237060547,23.007999420166016,23.007999420166016,16.19099998474121,8.520999908447266,19.38800048828125,27.817001342773438,11.800999641418457,0.0,21.125999450683594,14.963000297546387,8.802000045776367,6.9670000076293945,11.320999145507812,36.57600021362305,29.290000915527344,20.67500114440918,28.42799949645996,32.38199996948242,25.564001083374023,12.781999588012695,31.18899917602539,27.816997528076172,0.0,29.04800033569336,15.842999458312988,9.579999923706055,45.284000396728516,35.31999969482422,43.072998046875,46.01599884033203,24.711999893188477,47.20500183105469,11.800999641418457,44.8910026550293,54.8640022277832,78.39299011230469,70.72799682617188,59.00600051879883,4200,MATAMOROS,5017.0,Robo a casa habitación
5035,5,05035,67.0,76.0,42.0,63.0,64.0,53.0,65.0,73.0,52.0,65.0,37.0,36.0,50.0,26.0,63.0,38.0,55.0,48.0,38.0,42.0,67.0,49.0,35.0,48.0,59.0,52.0,85.0,59.0,42.0,82.0,60.0,51.0,41.0,29.0,39.0,41.0,43.0,29.0,36.0,32.0,30.0,50.0,68.0,96.0,68.0,34.0,37.0,31.0,19.0,42.0,29.0,33.0,56.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,185.0,180.0,190.0,138.0,139.0,141.0,147.0,132.0,196.0,183.0,152.0,109.0,108.0,112.0,232.0,102.0,90.0,131.0,42.0,0.0,248.0,255.0,190.0,177.0,183.0,199.0,255.0,235.0,150.0,140.0,244.0,170.0,123.0,140.0,0.0,365.0,328.0,280.0,279.0,379.0,261.0,220.0,334.0,221.0,42.0,693.0,559.0,640.0,554.0,263.0,9.677000045776367,10.97700023651123,6.065999984741211,9.098999977111816,9.243000030517578,7.65500020980835,9.387999534606934,10.543000221252441,7.510000228881836,9.387999534606934,5.343999862670898,5.198999881744385,7.136000156402588,3.7109999656677246,8.991999626159668,5.422999858856201,7.849999904632568,6.85099983215332,5.422999858856201,5.99399995803833,9.562000274658203,6.993000030517578,4.994999885559082,6.85099983215332,8.324000358581543,7.336999893188477,11.993000030517578,8.324000358581543,5.926000118255615,11.569999694824219,8.465999603271484,7.196000099182129,5.784999847412109,4.0920000076293945,5.502999782562256,5.784999847412109,6.0,4.046000003814697,5.0229997634887695,4.465000152587891,4.185999870300293,6.9770002365112305,9.48799991607666,13.395000457763672,9.48799991607666,4.74399995803833,5.163000106811523,4.326000213623047,2.622999906539917,5.797999858856201,4.002999782562256,4.556000232696533,7.730999946594238,5.797999858856201,5.797999858856201,0.0,0.0,0.0,0.0,0.0,26.719999313354492,25.996999740600586,27.44099998474121,19.930999755859375,19.839000701904297,20.124000549316406,20.979000091552734,18.839000701904297,27.65399932861328,25.81999969482422,21.446998596191406,15.379999160766602,15.068999290466309,15.628000259399414,32.37099838256836,14.232999801635742,12.423999786376953,18.08500099182129,5.797999858856201,0.0,35.819000244140625,36.82899856567383,27.440998077392578,25.262001037597656,26.118000030517578,28.400999069213867,35.97800064086914,33.15800094604492,21.16499900817871,19.534000396728516,34.04600143432617,23.72100067138672,16.979999542236328,19.32699966430664,0.0,52.71699905395508,47.37199783325195,39.96299743652344,39.81800079345703,53.4739990234375,36.826995849609375,30.697002410888672,46.604000091552734,30.50899887084961,5.797999858856201,100.08900451660156,79.78099822998047,90.30101013183594,77.30101013183594,36.30699920654297,4200,TORREON,5035.0,Robo a casa habitación
